TEDIS PHARMA CI;;;STATISTIQUES LABORATOIRE ECLATEES PAR CLIENT
Votre partenaire Santé;;;INOX PHARMA - CROIENT PHARMA

CIP;Désignation du produit;Client;Mai-26;Avr.-26;Mar.-26;Fév.-26;Jan.-26;Déc.-25
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LA GRANDE PHCIE DE DABOU;7;4;6;2;22;17
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LA PAIX;0;0;2;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LA REDEMPTION;0;0;2;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LA VIE - YOPOUGON;2;12;11;11;1;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LAEL - BOUAKE;0;0;0;1;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LAGOMA;0;0;0;0;1;5
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LES 3 SOURCES;4;0;3;4;0;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LES MAGNOLIAS SARL U;0;0;1;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LILY MARIE;0;1;0;1;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;LYCEE CLUB MAN;2;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MACY-YA;2;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MAIRIE GUIGLO;2;0;0;1;7;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MALIKA;0;1;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MARIE ESTHER ABOBO;9;4;1;4;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MARIEL;0;0;0;0;0;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MARLYNS SARL.U;2;2;4;1;1;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MASSEBA DE DUEKOUE;0;0;2;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MILIWANGAH;2;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MOAYE - AGBOVILLE;0;3;1;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MOAYE YOCOBOUE;7;22;14;0;4;6
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE ADIAKE (CESSION);2;4;2;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE DE GOMON SARL U;1;3;0;1;1;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE DE HIRE;30;15;0;0;0;20
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE DE MEAGUI SARLU;20;12;8;8;7;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE KENNEDY -BOUAKE;0;19;4;0;5;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MODERNE MAN SARL;0;3;2;2;3;6
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MOTTO;1;2;2;2;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;MPIKE (CESSION);0;4;0;2;1;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NABENOU;0;0;5;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NDOTRE;0;0;0;0;0;4
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NERO;0;50;10;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NGOHESSE;6;5;7;4;6;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NIANGON LOKOA;0;1;3;3;7;19
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NITORO;0;2;0;2;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOTRE DAME DE FATIMA - DOKUI;14;10;5;1;3;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOTRE DAME DES VICTOIRES-ASSOUBA;0;7;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE DE BUYO;0;4;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE DE SINFRA;2;0;0;0;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE DES HIBISCUS;0;0;0;0;0;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE LES HARMONIES;0;0;2;3;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE DE LA CITE SIR;0;0;3;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE ESPERANCE;5;6;2;15;8;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE MODERNE DE VAVOUA;0;20;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE PORT BOUET II;0;0;0;1;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE SAINT ETIENNE;0;2;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHARMACIE SAINT PAUL YOP;1;2;3;5;6;5
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE AWALE;3;1;5;2;2;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE FRATERNITE ADJAME;0;0;0;1;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE KETTE;10;0;0;15;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE LA GRACE SARL;1;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE MPOUTO [K-LC®];0;4;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE NANAN YAMOUSSO;2;4;0;0;12;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE NISSI;0;1;1;1;2;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE PRINCIPALE GAGNOA SARL U;7;5;8;3;9;11
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE PHCIE STE BERNADETTE - TOUIH;8;5;3;18;7;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;NOUVELLE YARAPHA SARL;0;0;2;3;4;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;OLYMPIQUE;3;2;3;1;3;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PENIEL SARL U;8;7;8;1;6;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PETIT MARCHE DU DOKUI;2;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PHCIE NOURAM;0;0;0;4;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PLENITUDE;0;2;4;2;2;5
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PONT DE LIANES;10;20;25;10;0;20
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PREMICES DE DOROPO;0;0;0;0;0;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PRINCIPALE - KORHOGO;0;5;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PRINCIPALE ABOBO-TE SARL;0;0;0;0;0;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PRINCIPALE SIKENSI;0;4;0;0;0;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PRINCIPALE SINFRA;15;15;20;10;15;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;PROLIFE;0;6;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;QUARTIER DIVO;0;0;0;0;5;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;REHOBOTH DE BIANOUAN;18;12;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;REINE DES ANGES;20;45;20;10;10;16
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;RESIDENCE ABOBO PK18;0;2;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;RESIDENTIEL ABOBOTE;1;0;1;1;2;6
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ROI DAVID;0;0;4;0;3;9
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT ALEXANDRE;9;5;5;6;1;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT AMBROISE;0;0;0;0;0;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT JOSEPH;6;4;6;6;9;4
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT MICHELLE ARCHANGE;0;0;0;0;3;5
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT PIO DE LA GARE - KATIOLA;0;10;0;4;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINT SIMEON;0;5;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE CLOTILDE;1;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE FAMILLE -YAKRO;0;0;3;0;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE FAMILLE DE TOLLA-KOUADIOKRO - BOUAKE;0;2;1;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE RITA DE BONOUA;1;1;0;0;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE ROSALIE;3;15;8;9;8;12
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTE TRINITE ABOISSO COMOE;4;6;17;0;8;4
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SAINTS ANDRE ET MARTHE;0;0;0;0;0;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SALAM DE LA GRANDE MOSQUEE - KORHOGO;0;0;0;8;6;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SALEM;0;0;0;0;3;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SANMIEN DE NATIO;1;8;3;0;6;8
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SANTE PLUS;0;2;0;0;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SANTE PLUS WILLIAMSVILLE;5;7;4;6;1;8
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SANTE POUR TOUS;4;5;4;3;2;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SCHIBA;0;0;0;0;0;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SEBROKO SARL;0;0;10;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SEGAI;2;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SIDECI-LEM;0;1;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SINI KENEYA;0;1;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST ANTOINE DE GD ZATTRY;24;38;39;25;31;11
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST AUGUSTE - KOUMASSI;1;0;3;0;4;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST BERNARD BAKAYO;0;0;4;7;6;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST FRANCOIS D ASSISE;12;8;4;1;1;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST JOSEPH -TIASSALE;0;8;10;5;3;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST LAURENT- ADZOPE;0;0;2;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST PAUL D AKROMIABLA;0;0;0;0;0;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ST URIEL NOUVELLE;0;0;0;1;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE ADELE SARL;5;0;0;7;9;7
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE CROIX;1;0;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE FOI;1;0;1;1;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE HELENE MAFERE;0;300;0;200;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE JEANNE;1;0;1;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE MARIE -TIASSALE;74;80;51;67;72;83
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE RITA SARLU -SOUBRE;0;0;0;0;2;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE THERESE SARL MARCORY;0;0;0;0;0;1
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;STE VERONIQUE;1;2;1;0;0;2
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;SYNOVIE;6;5;8;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;TCHOLOGO;0;1;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;TEHIA;2;1;1;2;5;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;THEODORA;3;3;5;0;4;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;TIEBISSOU;0;0;0;0;10;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;VALENTINE AYA SARL-U;2;8;10;10;11;9
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;VRIDI PALM BEACH SARLU;0;0;0;0;1;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;WILLIAM PONTY SARL;3;0;0;6;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ZANON PIERRE SARL U;0;0;0;0;0;3
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ZONE INDUSTRIELLE;0;1;0;0;0;0
3000000638545;CEXIME DS 100MG PDRE SUSP BUVF/100ML;ZONE MICAO;0;0;2;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;AKA EBA MAFERE;0;5;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;AKRE ALBERT;0;0;6;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;AMINA;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;ANYAMA SARL (CESSION);0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;ARBRE DE VIE;0;0;2;2;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;ATELE;0;0;0;5;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;AVE MARIA;0;0;22;0;30;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;AZUR;0;6;2;4;3;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;BADRA SADJA ALIOU SARL;2;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;BARAKA;0;0;0;0;1;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;BARDOT 2000;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;BECEDI BRIGNAN;2;0;0;1;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;BERAKHA SUARL;0;2;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;CARREFOUR GANDHI;0;0;0;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;CENTRE AVE MARIA DE NIMBA;0;3;10;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;CEPHAS;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;CITE OLYMPIQUE;0;40;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;COEURS UNIS DE DIGNAGO;1;16;3;4;16;11
3000000797051;CEXIME DT 100MG CPR DISP B/20;D ADZOPE;2;1;1;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;D ARRAS SARL;0;0;2;0;3;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE BANGOLO;0;0;0;0;4;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE BIETRY SARL P;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE BOTRO;1;2;2;2;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE GALEBRE;0;0;0;9;9;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE GUEYO CESSION;0;0;0;0;1;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE GUEZON;4;6;10;5;9;12
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE KANI;0;0;0;0;0;20
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE L ARCHANGE -SAN PEDRO;1;0;0;0;2;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE L'IMMACULEE;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA BENEDICTION;0;0;1;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA GARE DE SINFRA;5;2;0;0;3;6
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA GRANDE MOSQUEE ADJAME;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA MAIRIE ABOBO;0;0;0;2;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA MAIRIE DE YOPOUGON;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA MOSQUEE YAMOUSSOUKRO;1;1;0;2;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA PAIX DE DAOUKRO;3;11;15;5;10;10
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE LA RIVE GAUCHE;10;7;11;7;10;9
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE PARA;0;10;0;30;20;20
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE TOUMODI;0;0;2;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE WILLIAMSVILLE SARL;0;0;0;0;5;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE YAOU;0;2;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DE ZUENOULA;2;6;1;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DES 220 LOGEMENTS-YAKRO;2;1;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DES LAUREADES;0;0;1;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;DES MOSQUEES -SAN PEDRO;2;3;0;0;13;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;DIVIN-AMOUR DE N'ZIKRO;25;16;25;30;20;4
3000000797051;CEXIME DT 100MG CPR DISP B/20;DIVINE MISERICORDE;1;2;2;2;4;6
3000000797051;CEXIME DT 100MG CPR DISP B/20;DIVINE PROVIDENCE DOGBO;10;3;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DIVINE PROVIDENCE SAN-PEDRO;0;2;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DJAHA - YAMOUSSOUKRO;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU 14;0;2;3;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU BONHEUR SARL-U;0;0;0;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU CANAL;0;5;0;1;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU MARCHE - ABOISSO;0;5;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU MARCHE BINGERVILLE SARL.U;0;0;5;21;10;6
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU MARCHE D'ABENGOUROU (NOUVELLE);3;11;5;12;0;6
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU PROGRES;0;2;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU RAIL;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU SOLEIL;4;0;1;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;DU TRIOMPHE SARL;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;EDEN -YOPOUGON;0;0;0;1;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;EMERAUDE;0;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;ESPOIR-GESCO;0;0;0;1;2;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;EUREKA;2;3;1;0;0;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;FEZAN;0;2;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;FIDELITAS;2;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GARAHIO;0;3;2;0;2;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;GD MARCHE TREICHVILLE;0;0;0;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;GDE PHCIE BELLE FONTAINE;4;13;11;8;9;4
3000000797051;CEXIME DT 100MG CPR DISP B/20;GDE PHCIE DES GARAGES;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRACE DE DIEU DE SEGUELA;0;2;1;1;0;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRACE MARIE CHRIST GMC;0;0;0;5;0;3
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE D'AKOUPE;0;3;0;0;7;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE DE DUEKOUE;1;1;0;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE DU SANWI;0;20;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE GESCO FOURRIERE;0;1;0;0;4;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE KENEYA;0;0;0;2;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE NORD-SUD;4;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE ROUTE DE DABOU;0;1;3;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHARMACIE SAINT AMBROISE DE PORT-BOUET;0;2;1;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;GRANDE PHCIE TEREZA;1;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;HARMONY SARLU;0;0;1;2;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;HO'FREDO;2;0;4;3;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;INCH'ALLAH;0;0;3;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;INCH'ALLAH - DIVO;0;0;1;2;0;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;INOX SARL U;200;30;130;0;170;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;KANA;0;0;0;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;KENEYA DE LAKOTA;0;0;15;9;20;23
3000000797051;CEXIME DT 100MG CPR DISP B/20;KOKO SARL;10;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;KORO;0;1;2;2;3;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;LA VIE;0;0;0;1;1;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;LA VIE - YOPOUGON;0;0;0;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;LES 3 SOURCES;0;0;2;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;LES 4 SAISONS;0;0;0;0;3;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;LES ECLUSES SARLU;2;0;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;LILY MARIE;0;2;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MAIRIE GUIGLO;0;0;0;1;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MARCHE VALENTIN;0;0;1;0;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;MARIE ESTHER ABOBO;2;5;2;1;6;1
3000000797051;CEXIME DT 100MG CPR DISP B/20;MARLYNS SARL.U;1;1;2;0;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MOAYE - AGBOVILLE;0;0;0;2;1;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MOAYE YOCOBOUE;5;3;4;0;9;10
3000000797051;CEXIME DT 100MG CPR DISP B/20;MODERNE DE GOMON SARL U;12;0;1;3;5;3
3000000797051;CEXIME DT 100MG CPR DISP B/20;MODERNE DE HIRE;0;10;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MODERNE DE MEAGUI SARLU;0;5;2;3;0;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;MOTTO;0;0;0;1;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;MPIKE (CESSION);1;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NDOTRE;1;0;0;0;2;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;NERO;10;0;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NGOHESSE;0;0;0;4;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NIANGON LOKOA;0;1;4;1;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOTRE DAME DE FATIMA - DOKUI;0;1;0;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE DE SINFRA;0;1;0;0;3;2
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE LES HARMONIES;0;0;0;1;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE PHARMACIE ESPERANCE;5;0;0;0;5;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE PHARMACIE MODERNE DE VAVOUA;0;20;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE PHARMACIE PORT BOUET II;0;1;0;0;0;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE PHARMACIE SAINT ETIENNE;0;1;1;0;2;0
3000000797051;CEXIME DT 100MG CPR DISP B/20;NOUVELLE PHARMACIE SAINT PAUL YOP;0;2;0;0;1;1
